[588.422506837432, 374.3278723438836]
[-4.195588533420242, 0.9848127679130272]
[-0.09500700917971017, -0.6622661411262296]
[1.1169854438335456, 0.9389322619623499]
[-0.8591337584197305, 1.0396864293096328]
[-0.08131919717141045, 0.6356634055490531]
[-0.46429691734587664, 0.31275629702106755]
[-0.3618489814342851, -0.15969560331588184]
[0.05324460083484306, 0.32012969043184114]
[-0.008752889071462988, 0.15498866724666405]
[0.18742494260836295, 0.044374860234064784]
[0.015280017109625454, 0.1177727533881634]
[-0.06529699208460471, -0.018402498451936644]
[0.005381998668381627, 0.02442944688765536]
[-0.03635417729787349, 0.007681479102148447]
[-0.10153421627059522, 0.0305487337264303]
[-0.06482942897217114, 0.01800326865740942]
[-0.002360986072094562, 0.024690210570433635]
[-0.01639789039195083, 0.06993921718930451]
[0.005795425847479052, 0.04896997619762633]
[0.019998622202363148, 0.011495321104680656]
[-0.031813819951611144, -0.02085972243832268]
[-0.005938854054021725, 0.019583270007532683]
[0.0011802275064254353, 0.017049053053970198]
[-0.005845707967027991, -0.003964700625722406]
[-0.011990437381284247, 0.03211131863800887]
[-0.0264494250921814, -0.00444856761755652]
[-0.0005102511049255298, 0.005474214528236487]
[0.00200375760369198, 0.025876423689789263]
[-0.016372965726450417, 0.006980974626354275]
[-0.009511300485356422, 0.013373095082689801]
[-0.006434819482114662, 0.0006227514712194848]
[-0.008366983935290673, 0.010826562912001236]
[7.679787873482447e-05, 0.016258199560242326]
[0.011584519935562532, -0.007307413978741351]
[-0.00764581792339758, 9.568117206892879e-05]
[-0.006975490202386858, 0.007307189844643069]
[0.0043245375263036845, 0.005277044175521439]
[-0.011084723003303765, 0.009270287165821678]
[-0.010981691417237371, 0.011602725583642837]
[-0.010138034688170983, -0.0011173832880313483]
[-0.00500544986693896, 0.000436762226707188]
[0.007530253201061932, 0.010079296427013773]
[-0.0007447156653936915, 0.0050081675045240415]
[0.0007451586012403588, 0.005038705619063055]
[-0.0015135406720235833, -0.0005875223920989159]
[-0.009646066246984608, 0.003040139792216623]
[-0.0013263472701716683, 0.006403376450383469]
[0.0015944115965700334, -0.0045784409010510285]
[-0.0059176018567803634, 0.004357991876437595]
[-0.003592672793483409, 0.004235954136864173]
[0.002344918827366982, 0.0027848347454266786]
[-0.0032652116474536363, 0.01043951407595145]
[-0.005326632436077894, 0.0035596662917118937]
[-0.003133072059688935, -0.0006529795260004079]
[-0.003521200249393619, -0.002059241315635396]
[0.002470545314513961, 0.0014283533011809624]
[0.0015588609199830294, 0.005307672148669118]
[0.0006935603612161501, 0.0007963661234415831]
[-0.0011407348190082267, 0.0021526984580271247]
[-0.006823616835219148, 0.0035101745823571395]
[-0.0011642565271818839, 0.0019241322280745266]
[-0.0007065815784157436, 0.0008970419189680001]
[-0.004801191417727502, 0.00238628835010557]
[-0.0015765309040443043, 0.0015019803211124838]
[0.0005457652863274376, 0.001241376360166413]
[0.000751690998938237, 0.005356792104135533]
