[-382.1107167246591, 272.831460828936]
[-39.29501779643983, 19.46317524700844]
[-6.86178224992021, -11.815087272532052]
[63.29310502057365, 17.707677101795248]
[-24.763797611459843, -13.24217958402292]
[2.424738046467299, -11.272344267710608]
[-7.188281334792443, -8.442500771478787]
[0.6265788019501954, 1.912100736002242]
[-10.610797374111925, -5.0600529181994744]
[-3.0840080546900257, -4.7852310836322856]
[-0.16867843755356215, 4.3154557609643796]
[4.352377119531038, -3.4845310076683207]
[-6.379413048048313, 5.807653203833771]
[1.6446943926459276, 8.700758681571571]
[-2.128359745694218, 4.244544053628402]
[-4.6967888588327895, 1.0956725499341908]
[2.185484129120357, 2.2183016873545256]
[5.238280865635055, -1.882223623498823]
[-4.782245122113642, -2.250577784653583]
[5.432205733862158, -0.202225054041135]
[-5.893525383093737, 2.593039308213739]
[3.7042135699706176, 1.039085175295042]
[0.21700088172389131, 3.3641487689742897]
[3.5334327477033733, -0.3440226437102947]
[-0.15255671768579582, -2.369667676641849]
[3.8187188406330606, -0.7731145877998795]
[-4.978719926957934, -1.7648415206322312]
[3.33905578012189, 3.3238467881502483]
[-5.511420047850475, -0.613848479513206]
[-0.15296174167011234, 2.5879790502568065]
[-4.187635827320858, 2.167979239468032]
[0.3338294954840233, 0.19819724076569134]
[-1.4896373328720014, 2.1594105535731014]
[2.1404296790150266, -0.09312730055227902]
[-0.37737914430479347, -1.0595927219395218]
[1.993059404466571, 1.4793768442718118]
[-1.5901275081658472, -0.5649650636485886]
[0.589558736080317, 1.3415366454268387]
[-1.6089158102850885, 0.19274758740231412]
[-0.045355627291143286, -0.8189285720856061]
[-1.3980450516108047, 0.3106927962490422]
[1.5577959589545616, -0.4570433617153222]
[-1.5787606246548465, 0.1608895631394418]
[1.5941229744813912, 0.8209689172388304]
[-1.4679258270370799, 0.9529676022881901]
[-0.035709321996774346, 0.6910838140141298]
[-0.6064905986402931, 1.1365794607617303]
[0.15359876035951547, -0.5993432265425778]
[-0.0674318543290191, -0.4092230567763746]
[1.0622683292814177, -0.8774028060201022]
[-0.6985178380194936, -0.10931521315989023]
[1.6046755183949384, -0.39865030601946394]
[-0.7313365109697845, 0.49376106460668456]
[1.3919445938800767, -0.08728259014639406]
[-0.29793385336678124, 0.29494629733716415]
[1.2815277578166497, 0.09506274693153483]
[-0.36550436499568795, 0.08837471943861619]
[1.7989591866780474, 0.5093596295316409]
[-0.8498680443372786, -0.12248571919780993]
[0.7131384488271939, 1.1572541841044472]
[-1.30750889543331, 0.4378568953502362]
[0.01096753088002922, 0.3355681320721855]
[-0.33665124308801797, 0.4506076793654925]
[0.6743465176382912, -0.43064043390924134]
[0.09111312498766821, -0.543236007213459]
[1.0771903133829055, 0.022862293329285244]
[-1.0377578433713852, -0.8571082688394709]
[0.7751394422873086, 0.616095109798318]
[-1.1615147899209628, -0.3554110798854748]
[-0.08058839917371655, 0.5160407624012189]
[-0.8833133698564715, -0.14837699634025459]
[0.2770107928046862, -0.3410864802076401]
[-1.1927160631031435, -0.18083052511882824]
[1.0339403844699226, -0.03676037832376844]
[-1.3323615337044283, 0.3053461503789725]
[0.7145016862289957, 0.7954914392610037]
[-0.6972928480699205, 0.6287560336149808]
[0.058289561030212544, 0.2783484596984249]
[-0.07385660648893033, 0.18466241392295646]
[0.12788840633371612, -0.548040192758245]
[-0.5093516102659237, -0.2740759550370997]
[0.8797281385792459, -0.5888327733463186]
[-0.8028759155651417, -0.06969943648651722]
[0.973408695382981, -0.1154714718700165]
[-0.41645193767001265, 0.40665603140270445]
[0.8216624487914717, -0.06815679316388401]
[-0.044720767514912385, 0.07170137116564665]
[1.1245609220071586, 0.04691785525402947]
[-0.34580786855296464, -0.5395672719286096]
[0.9981409495364817, 0.7748591365162611]
[-0.9054029217934902, -0.16291450938727697]
[0.3244795093588744, 0.7105107716369906]
[-0.48335112018490767, 0.3840436523245673]
[-0.008684701995261945, 0.06018123333266723]
[-0.04488791651235302, -0.014824083151053255]
[0.4209249641294118, -0.25306658266359006]
[-0.3788858489798176, -0.5095281614311389]
[0.742546431455197, 0.015433907771269795]
[-0.734719578789838, -0.26318398785867686]
[0.2513542148539143, 0.3566136993449984]
[-0.788223510955236, -0.0025219143014907908]
[0.0014705714681099158, -0.1153048223293433]
[-0.6598250738218, -0.13560049434371707]
[0.5285145863708145, -0.23041144076203562]
[-0.8639273866879944, -0.12237591375619876]
[0.6497709213108748, 0.2869498705408485]
[-0.9286244079262285, 0.3036788369945743]
[0.06492742380054334, 0.3463162393370923]
[-0.3926977596540868, 0.49940956297060524]
[-0.06386168169922168, -0.12185393928345808]
[-0.09630905544546414, 0.08723628772228861]
[0.39634600048407576, -0.45281489789115814]
[-0.36043594024676323, -0.13006923382321423]
[0.5832645717716216, -0.18435675933440338]
[-0.6260126187735945, 0.15084370382600576]
[0.5210569950604391, -0.056337763525305354]
[-0.31235217452727526, 0.2902494952345236]
[0.6613642138023692, -0.15963800148488916]
[-0.09045009203454246, -0.05261715122704569]
[0.8746863385496635, 0.08740672716548803]
[-0.5081961914257698, -0.2564515810109177]
[0.6388485576411556, 0.44149223127913584]
[-0.6020960818356302, 0.11421727178187979]
[0.1829116833283715, 0.3851791534252221]
[-0.16896169327350763, 0.26820559434199387]
[0.18407578286215331, -0.13228164612714333]
[0.06296485854529499, -0.10118213711968127]
[0.5625154631492371, -0.15885631217052587]
[-0.23166029369556962, -0.3892772916075735]
