[561.6893801913611, 529.0914447172944]
[-61.50338023597044, -12.07397218003451]
[6.5047006339763085, -1.5599925643711448]
[36.30275484496589, 9.035431464750168]
[6.04704596778831, -15.35825878758001]
[6.015545643256544, 1.5664378774635752]
[2.2508695325418753, 3.7560176405537273]
[-0.7574466454736379, 8.574423774542883]
[5.382292881840521, -7.65645582545255]
[6.841441678038328, 5.7062005647057825]
[2.116316624417875, -12.029532381141655]
[4.529913401166059, 11.561863849006144]
[0.9835975040105112, -7.982699409804032]
[0.709579557602571, 0.4032050980894102]
[-2.0919607299014817, -3.543706468752521]
[1.3199560389106706, -2.52086021875538]
[-0.04437930237357168, 1.6195838934642377]
[-0.9742795537356779, -1.5627281383659932]
[-1.7846041293770938, -2.2003018784227235]
[0.5823350386651311, -0.7058152504372837]
[-2.8490937399189837, -1.1184228279632173]
[0.5380354071287012, 0.8456177647098855]
[-1.168345833603139, -0.4572460608095139]
[1.6683008521761824, 0.45271761421831336]
[-1.0788004489371117, -0.47390264013325245]
[0.08632647771260782, -0.07686103514380438]
[0.6323930705887681, -0.21605943516792903]
[-0.005923246286786643, 0.34227911512772824]
[0.00416936882984853, 0.8648488048049254]
[1.4223022593381631, 0.8711253511865289]
[0.9584847806084174, -0.40808611836702924]
[1.5036236063496444, 0.9231603603229805]
[-0.4747412195806051, -0.4653892763973424]
[1.0052656133066673, 1.9381736878097096]
[-0.7410403865249444, -1.3691098119663643]
[0.547387931012385, 1.0982332586548909]
[-0.062083321797268276, -0.9163605574091553]
[0.40390327790926794, 1.8483543271934444]
[-0.42242086106426413, -0.9686316604623744]
[0.34196256509277445, 1.4954091555467208]
[-0.6337931894683262, -0.8904267672419843]
[-0.7593714131827427, 0.887035083036829]
[-1.1251758794040763, -0.7532712577458055]
[-0.1836632870381767, 0.3696129197735356]
[-0.7437484818337801, -0.3251345279165186]
[-0.889141040510083, 0.18504175034066872]
[-0.8254358232051846, -0.29183708154040744]
[-0.18755321660279733, 0.19047521299365844]
[-0.9050579545380613, -0.032976600819195734]
[-0.3404922837136957, -0.17659779496590122]
[-0.22789253720920488, 0.0583282898251789]
[0.26272768359852705, 0.1462790398334155]
[-0.3459081271522475, 0.40268774387368]
[0.138845797722333, -0.1177672289914149]
[0.2694316722667036, 0.11189638729806095]
[0.08155290085897982, -0.0793310981117985]
[0.3584347057281967, 0.5349253864210055]
[0.46308608204267754, 0.21335449084350966]
[0.24132490753363012, -0.14072070116744895]
[0.4784484951872041, 0.27906213226220444]
[-0.07151836835726222, -0.39774441102436464]
[0.17497283456811297, 0.4351615815683969]
[-0.22895034045585483, -0.6288472837361296]
[0.12868013948767332, 0.421544435203856]
[-0.05942220956752031, -0.5611160445256096]
[0.15354587108588347, 0.3145642769038206]
[-0.2286545616959046, -0.38680247469819395]
[-0.02798478347203548, 0.2378022479985047]
[-0.32065383283937976, -0.308913169657385]
[0.017771854828026123, 0.21559075300122466]
[-0.550753895172476, -0.3439926306006744]
[0.159190286723621, 0.17408302803144515]
[-0.2566930296019301, -0.3100448195786951]
[0.19704429366371423, 0.10589759543866961]
[-0.4284364188819181, -0.06784446990638227]
[0.2555477509399102, 0.033037294501895076]
[-0.2500997715112492, -0.08723648261439632]
[0.3228532290102484, 0.012777446671420556]
[-0.08255296187610295, -0.0026989089212161588]
[0.49970154931417143, 0.21934804078820402]
[-0.054076243325202, -0.032371875008332385]
[0.4679197046347525, 0.3204835731806952]
[-0.038076499483553405, 0.046699055612703155]
[0.38367944480534444, 0.30107113800372254]
[-0.04688399451762937, -0.1364428361659593]
[0.3070623025631498, 0.4931172369588861]
[0.040354825018526164, -0.10215722073548772]
[0.10776855281991082, 0.6370819248481174]
[-0.3002298972734092, -0.3334429344077172]
[0.03145044140616937, 0.5451379180939391]
[-0.10472586820134033, -0.28653918835874004]
[-0.24912558409766827, 0.4798347919244632]
[-0.24963071356367994, -0.17060199348632787]
[-0.06809403262231895, 0.43697880341051754]
[-0.18703902464437983, -0.0848858641671173]
[-0.2807311695952004, 0.10859603120660255]
[-0.21585991143708716, 0.04138170060984869]
[-0.11474392174407955, 0.24752303715621204]
[-0.19432010629160734, 0.020003803020925304]
[0.021663633750453215, 0.07234534678086346]
[-0.06882900561678795, -0.05154791450886265]
[0.07310936557962622, 0.09827122474254812]
[-0.019848166608559037, 0.03641072859388661]
[0.08649326735859963, -0.09203946616857639]
[0.11235424797446569, -0.04464797701592005]
[0.10305058818418589, 0.05251357645415]
[0.20899393312363257, -0.15033938106941136]
[0.27090175232875513, 0.0829103077715918]
[0.15613668610417397, -0.23951266275185734]
[0.18938211876461475, 0.17671900423580933]
[0.06836616603991952, -0.27698397511876705]
[0.2336215359749425, 0.16855667436916955]
[-0.07460393321104242, -0.41770340179039156]
[0.08369953784512552, 0.2430545421988235]
[0.0006234002086638046, -0.4147671510526134]
[0.043107853749673186, 0.2813599553165569]
[-0.22279355250914, -0.331721154263382]
[0.013659198073324053, 0.21686030429033054]
[-0.20777341758125223, -0.33307368875080057]
[-0.02033594799184657, 0.137643343916366]
[-0.2729055168673594, -0.2187492826606645]
[0.01791153599667572, 0.1505181273046412]
[-0.3048834154303617, -0.13073513792984448]
[0.08148367002479784, 0.03553123086072363]
[-0.2943417682054701, -0.04874613007461148]
[0.1374263956235766, -0.0016232123048283142]
[-0.22465924396557424, -0.0158401289489003]
[0.23015239678215815, 0.11387613656966511]
[-0.1843617456315349, -0.029653594767437674]
[0.2909662407901896, 0.10334419920483118]
[-0.12233926313856916, -0.052941805783222495]
[0.23576340146729002, 0.13101409103793593]
[0.008675423289539616, -0.0391586285563057]
[0.24254380339845705, 0.252259360762915]
[-0.01634062077182822, -0.13096303780580776]
[0.23178413042255386, 0.33550806326172006]
[0.003438725896213163, -0.17111346431507446]
[0.15685784140308856, 0.3333760393721676]
[-0.1282287759197731, -0.18773714725515633]
[0.0852515911334275, 0.3580712670876439]
[-0.15302546288660035, -0.2328422343014367]
[-0.013398443674245808, 0.3279595332870836]
[-0.16698132027930707, -0.17063008966501636]
[-0.06826956285572816, 0.27276753209419485]
[-0.1674307763704695, -0.06877960300597641]
[-0.09201279884340918, 0.16946611777119608]
[-0.1796950671473591, 0.009738931297833542]
[-0.07927791466745782, 0.14313149612199785]
[-0.1642029861391635, -0.029835454396640593]
[-0.03775407561522526, 0.08544593192528718]
[-0.09650293885107508, 0.06544425861459047]
[-0.007819247144882135, 0.06702108942671847]
[-0.07661852161968952, 0.04587917826952892]
[0.09441709166787415, -0.022541939129188365]
[0.036292217416519446, 0.012925621971266565]
[0.04611659916772726, 0.06389718026790142]
[0.06814522467047235, -0.0351051341194486]
[0.16483396859551935, 0.11412482020742992]
[0.07491536413679278, -0.11326085240783934]
[0.13623383935295674, 0.1187448380338712]
[0.12160117508538248, -0.17724694100153515]
[0.1387453411090327, 0.18890614763127933]
[0.056376427628546555, -0.21576495227228065]
[0.09226636433480184, 0.22367346338359412]
[-0.002419086895774636, -0.278811621669495]
[0.07282637948707171, 0.18684072123005685]
[-0.08281624340627458, -0.2803845080818306]
[0.014374885912895485, 0.15935902426968573]
[-0.14575663587803817, -0.2734804079615216]
[0.0015060876125230216, 0.1337489140611926]
[-0.1838527030930126, -0.21999127174024258]
[-0.0037856373668778698, 0.051573068428298396]
[-0.19299731115074786, -0.12061251742885859]
[0.029858707763182002, 0.009844935411929767]
[-0.17864571178633623, -0.06491598456524195]
[0.07810159446593756, 0.02813639208145355]
[-0.17945267880709737, -0.048025855280338536]
[0.1375671669732637, 0.05389907415941181]
[-0.11606346369236664, -0.023335153013207932]
[0.1716877650229678, 0.05446439955591165]
[-0.07775884356484813, 0.002418984443396943]
[0.19306324290057228, 0.10090377959660174]
[-0.03659353595713846, -0.04171363817911741]
[0.16548427500530513, 0.15724821214731324]
[0.011837512315812787, -0.06696940994748928]
[0.15818148520338854, 0.2345909943444438]
[-0.02206942697347197, -0.08862390432409212]
[0.16230738092207264, 0.27639379264920805]
[-0.03526680504497226, -0.14419156889369406]
[0.0845787835351176, 0.2627616528332471]
[-0.0732691054507269, -0.13991654278904525]
[0.004567245171698847, 0.28938302208718863]
[-0.09970411188472472, -0.11911243996865495]
[-0.02949346359582697, 0.2144787104739316]
[-0.11790140585811071, -0.11565590615645413]
[-0.07541619764927593, 0.16484564783866645]
[-0.10139367514528119, -0.07598179175246314]
[-0.0914563396246415, 0.11180698132416511]
[-0.11820076659842199, -0.04381847941753794]
[-0.0675883108527543, 0.05133195534954177]
[-0.06267020465792283, -0.009805062951038557]
[-0.02457257772732513, -0.00020414260201062628]
[-0.025299947023010194, 0.0023576662490890077]
[0.021426461066619107, 0.008299351841482228]
[0.02053390844711711, -0.00961857436058794]
[0.07060029946714719, 0.01871095235432918]
[0.04599643658317898, -0.035272447087047465]
[0.11224078950341909, 0.02625431005834411]
[0.07697798021512359, -0.0822645231074402]
[0.10947650788023489, 0.06632920202368398]
[0.0749341832747995, -0.13107577209721571]
[0.0976582168308116, 0.10969824973890296]
[0.06182723525584988, -0.18705916338633988]
[0.08799622680388747, 0.1288548972399589]
[0.006636371974430233, -0.20113110610362664]
[0.077109463583525, 0.14859328134729177]
[-0.06574661295573758, -0.2413897420992225]
[0.04659775385692155, 0.13250439437669237]
[-0.12560926654320803, -0.22846840450145786]
[0.006047517596121488, 0.10391002657252524]
[-0.13807112076743921, -0.17481919085396613]
[0.005374238413191845, 0.06849342077730913]
[-0.16758687369754854, -0.12162339219838149]
[0.031643931177463, 0.04044288594272727]
[-0.1513087718435644, -0.09995195149989272]
[0.03243872593688879, 0.02111325505780859]
[-0.1383440338583921, -0.03804263961668421]
[0.09702012612768493, 0.03409071728072721]
[-0.11315026891479807, -0.03343415914186981]
[0.13162767910467824, 0.026774699731454854]
[-0.05354704605660143, -0.01683294645593375]
[0.15131198544553096, 0.06301245690382862]
[-0.03680421314674631, -0.01733592012150556]
[0.15962017720084057, 0.09599505519793183]
[-0.001880601740935628, -0.040362731329651264]
[0.15851179911251467, 0.14017089582298659]
[-0.01345793672899287, -0.07027737466827932]
[0.12745275228391517, 0.18662947098895621]
[-0.007771435485397271, -0.1111551236203503]
[0.0749350006039108, 0.21133464225940468]
[-0.036084061049914906, -0.10495020955783674]
[0.030107930913648287, 0.21712012170967232]
[-0.060626393919712473, -0.11710347267034071]
[-0.009954883478223292, 0.1891418938926832]
[-0.09541713847680566, -0.10402098227213591]
[-0.05953467807337276, 0.17175170171499854]
[-0.11658654775325328, -0.09030739108019781]
[-0.06032353098241297, 0.1107541843220674]
[-0.09488093407885101, -0.037061735765499315]
[-0.06702136478106385, 0.059262491159959296]
[-0.08456451913749707, -0.0022921837529572553]
[-0.028833934612193912, 0.04020959243268707]
[-0.05183332815178687, 0.0016357680135052899]
[-0.010293889210519547, 0.011596449898818584]
[-0.009132111268471244, 0.0006058216648505699]
[0.04890116436551367, 0.026072077435545626]
[0.02194221403114227, -0.007822298846151043]
[0.07323380653358791, 0.020223892418532285]
[0.048615692043932235, -0.05194773713504042]
[0.07909416114582013, 0.039457794119046596]
[0.06411923219573556, -0.0766965940103902]
[0.07133069865445951, 0.053397559456691335]
[0.05648867438952432, -0.11854507524317526]
[0.07452396566372088, 0.08593523054859409]
[0.023020349789491856, -0.15584575794944566]
[0.05561765107305505, 0.10101025827249166]
[-0.019593551462241177, -0.18230803234939041]
[0.027188342252944975, 0.10272748811305377]
[-0.05743069436708148, -0.16581663319298467]
[0.013251076898748382, 0.08528160724212985]
[-0.08771024623386148, -0.1507907019764878]
[-0.002768995453817591, 0.06264289017121238]
[-0.11514018384146985, -0.11388303137075573]
[0.0025117183615641636, 0.042281688783564864]
[-0.12600207490765447, -0.08847689846724349]
[0.02407654953718885, 0.01709163813777259]
[-0.11273921800738385, -0.040898245704762415]
[0.06375142310139426, 0.00909101922075517]
[-0.10400698303837297, -0.02274532154762099]
[0.08421869594269626, 0.01100041722024514]
[-0.06661644982795378, -0.010537888243126625]
[0.11255634369569223, 0.04594246500407562]
[-0.04219467862574411, -0.01518941417371611]
[0.1432561707083937, 0.06855983958755774]
[-0.007736737090504597, -0.02495700155615377]
[0.13015863636142644, 0.10679552807949455]
[-0.012606178294882642, -0.046321647583781766]
[0.1069760538217257, 0.1356164880281887]
[-0.0009080857542311804, -0.07744855308512832]
[0.06276363140806596, 0.15588952864696015]
[-0.0070347224335226555, -0.07798062200657241]
[0.040372590235312256, 0.17100963422960036]
[-0.04048049848169066, -0.09762393869598007]
[-0.004718197892943143, 0.15949349835284732]
[-0.05971989370339703, -0.0892705740652937]
[-0.037532977769898945, 0.1353164995274957]
[-0.07964879712487305, -0.06707622043563921]
[-0.04651233388512632, 0.0979008681608613]
[-0.06518032993812706, -0.03820363468621246]
[-0.05958914468289134, 0.056064394059684]
[-0.06034854085514785, -0.004311458210643382]
[-0.04081116405788188, 0.02676972640449471]
[-0.03772935591319937, 0.0014774662296777041]
[-0.014109013154778305, 0.0005785071693128474]
[-0.010810520011302227, 0.005925315682056231]
[0.024843907755031536, 0.006157396311752827]
[0.012717318614090145, -0.014353372046727042]
[0.04687483706536755, 0.0008986170468657795]
[0.03751662233537917, -0.0338530757590243]
[0.06258986440953129, 0.023743971733878433]
[0.05508699108430609, -0.06404063320712261]
[0.08225069544953345, 0.043865180923274016]
[0.04949493550953407, -0.09561726778406565]
[0.07466092561222526, 0.06716164187522627]
[0.022899870134777844, -0.12786596335824485]
[0.05536123987789798, 0.08361029519812935]
[-0.003670499799421842, -0.14995849468029787]
[0.0373680546233679, 0.09280341549189519]
[-0.03135461465370356, -0.15085946888626633]
[0.02396361978559436, 0.08398490840079176]
[-0.07267427428421049, -0.13926792663334742]
[0.0036679314288725617, 0.06435362493057836]
[-0.09983492674018682, -0.11990381214869905]
[0.0026217775034302893, 0.04164771353749344]
[-0.10955009707145444, -0.08590884191994119]
[0.02025440542354673, 0.02446595908004387]
[-0.10456246709518342, -0.04644921805971869]
[0.03708809133753199, 0.0034639101926957766]
[-0.0897628292799724, -0.01780169966236378]
[0.05695444883496226, 0.00493984746917113]
[-0.06677873088056235, -0.0006189622366975511]
[0.08478513877991667, 0.02390430450850019]
[-0.04365669211151324, -0.007193949599990868]
[0.10866757240933445, 0.054391788834686185]
[-0.018495306017561552, -0.020474048630843455]
[0.10168884107893783, 0.08027891888076139]
[-0.008773489971503401, -0.03018380808602672]
[0.09566174863740184, 0.1053309771809092]
[0.0009736639927278579, -0.05178440917568028]
[0.06850972607148897, 0.12867342648557145]
[-0.010107928345455847, -0.06445031768749576]
[0.04578847602328584, 0.1494722457804927]
[-0.03564136714505228, -0.0771937324027051]
[0.012273305859518135, 0.13777652649577127]
[-0.05237161476311847, -0.07825434854212598]
[-0.014963283898200341, 0.1332746847449965]
[-0.06471456329650604, -0.061381399877351916]
[-0.03400841297528423, 0.10012662019449464]
[-0.07029458797789934, -0.04347830954844506]
[-0.05031589108630813, 0.06511325769711496]
[-0.06196158919427158, -0.01715996288043936]
[-0.04026152609316591, 0.033157952792626844]
[-0.04280430766997992, -0.004920548833887872]
[-0.01882607951965576, 0.01603676243291663]
