[-324.97610633407135, -322.9600002488097]
[15.981300734331233, 7.33952254852888]
[6.496573867451997, -25.127832819342487]
[24.743613319466263, -52.085268467675085]
[-12.297222748912645, 32.37315566223504]
[-61.2282769784136, -6.610489136257846]
[-17.34423219431044, -25.176048661308073]
[-47.47659551776449, 13.485955600067383]
[-14.064847804636951, -13.623178201319247]
[22.234684124355216, 3.13496432386279]
[23.671353902078717, 19.829780274961315]
[-2.1561059276272143, 28.572041230877883]
[26.089123199781806, -19.200327339182987]
[-15.964428374033123, 10.596771375455706]
[3.1498145963892723, -30.49456981337178]
[0.5416299897658817, -16.94098716376441]
[-5.124609865234912, -7.623785854586113]
[-15.57587433511466, -2.609739197113232]
[2.9855815199384157, -13.32769181616107]
[-11.0451341732167, -5.582308470558432]
[9.06004340367376, 11.87146401584978]
[-5.212351528673737, -3.0845333283190466]
[-8.818104871038734, -2.2975129053076566]
[20.65876368502242, 10.054219498016092]
[10.753463043403926, 6.400305394156959]
[1.4377219621096855, 4.225658586283338]
[3.943518687954848, -0.4448086510117675]
[3.2252032782847118, 13.128752869892267]
[13.73307789382712, -6.288238236955153]
[6.87257243260011, 17.30231377414433]
[5.977473288983763, -8.07141348482645]
[-14.627133937232871, 15.874852881514819]
[-8.001667746033519, -24.47806895065342]
[-14.247122008652859, -0.15738656490045222]
[-6.648276566885887, -4.511800384559406]
[-2.1070829940674374, -5.7248228406082955]
[-2.2136084954821715, -5.952343282208274]
[-2.5898480218196194, 2.0085385917923264]
[-9.145576197346664, -12.96571397264754]
[-4.31999220629976, -1.920404618244644]
[-11.935843044045683, 2.703138028569406]
[-1.0497216331077657, -2.4610899027543214]
[-8.068529401146161, 2.7840706285090278]
[4.3972317620680155, -0.3473171189733302]
[-2.7700714129287656, 4.069520814222099]
[5.053895562078241, -3.667417314966321]
[-2.941491052422764, 5.825863862152417]
[3.2356531819778303, -1.1197904355224235]
[-6.10915853198666, 5.274961761898803]
[4.75897896573509, 1.8304303212249826]
[5.400285993503404, 9.614285980994786]
[1.0299411786880825, -3.2302904584837666]
[-0.5494704204143608, 4.313361504154963]
[10.70692175709676, -2.2954179152614786]
[8.036257887738838, 8.287480152658793]
[7.047012328442588, 5.337742892258646]
[8.987252686887897, -2.0079781293339]
[1.6632888377811796, 7.20957099063887]
[-2.166972449747216, -2.2301472635024293]
[-0.6179322500876514, 8.50778228129547]
[5.138837139637603, 4.357716581883199]
[-0.2644374466860835, 1.2937275388766671]
[4.041270595427339, 0.7722726441924219]
[0.47438069118321713, 5.85298639939246]
[3.960686160395584, -2.607189285033998]
[-1.163972083177567, 0.2766667727439318]
[1.2276023476201037, 2.706999720964603]
[3.902927516766332, 1.875317492496305]
[2.9497181180304, 2.344361424223316]
[1.9247788954283984, 5.475923129132622]
[4.287424751516394, -0.2615676888265151]
[1.1165159675620129, 2.4165072902659883]
[7.154201569103435, 2.3018398064015524]
[2.7167915451631264, 7.819773133607848]
[7.723523962976665, -5.024229543503915]
[-3.502724417520957, 7.78870247039653]
[2.815449637680091, -7.414374922094918]
[-6.205780953969262, 0.7896166309788412]
[-0.0603026801413834, 0.0076561665811709645]
[-0.9579958304594043, 0.39053157438595243]
[3.8826865123401264, -5.818842358871611]
[-0.9344571477044644, -0.8532532447403793]
[-0.12035655262993639, -2.226599393183348]
[-3.299499936351899, 1.3024143535570891]
[-0.8351333620482291, 0.17126286913221167]
[1.6726591637513692, -3.139784364995481]
[0.8400551291370258, 1.6352818251515455]
[3.1954629804659076, -0.8574260500116051]
[4.508487719082225, 1.4283752040609667]
[1.8516777005977092, 1.8022425793182453]
[3.236172924359991, -1.9348585264629152]
[6.138602557330352, 0.5565566166191956]
[2.6171631008683667, -0.29495913706372584]
[1.1958046499390287, 4.07845117519587]
[3.493091158113931, -1.8841726022455485]
[1.2773965298575845, 3.2833380682972235]
[2.4777554567748163, -0.5496672906496222]
[3.9809141972516815, 1.7828276749994485]
[4.415052812337055, 0.2748895229244006]
[1.9881791567806963, 6.269013300291603]
[5.539975361083717, -4.7118540711721835]
[0.8551427022410087, 5.884622704224206]
[1.5415888209955364, -3.235686430088178]
[-1.783086528594466, 4.417617098381763]
[1.6547348650109714, -3.0885519160410047]
[0.1269506615261425, 3.7034170576211194]
[3.3164613207914426, -3.489907383037305]
[-0.8042941517829185, 4.80459577672254]
[1.1347514929303046, -3.552476421667713]
[-3.0514918959124637, 1.9942386451482108]
[-1.79164985249921, -2.7915113140982593]
[0.971206946757634, 0.8604594402813781]
[1.9941578327985077, 0.9730439962666236]
[-0.32106618126893377, 1.8214130490276381]
[1.125526088083458, -1.4869985119826539]
[2.382676534960677, 2.2797417685413737]
[3.035211370198368, -0.35272785605646706]
[2.834039352704542, 4.774741412217831]
[4.43957766347538, -1.928737853213702]
[-1.2768675881594456, 7.178271833326299]
[1.6950342631362707, -5.100713324629732]
[-2.3391988065377722, 4.461395250110146]
[1.7799120874105268, -1.8587356694860109]
[-1.7070943887426908, 1.8791403122345693]
[2.477315459680735, -4.309252291197722]
[-1.1582234750246663, 4.823284946904517]
[-0.04077085685071524, -5.514603295070005]
[-3.241849318070506, 3.249128784937887]
[-1.838648462674287, -2.4346560801020733]
[-2.6600994308579833, 1.2350508388798611]
[-0.8276349684123127, -1.4070866751244344]
