[-118.05333841411398, 269.5687822494305]
[-51.90281041820776, 10.32874129468494]
[10.247341087272197, 13.70943958429606]
[-37.26865227833654, 23.970201162445022]
[9.829105334391512, -14.200188451346584]
[14.930908946559656, 12.6622753166087]
[-15.123697473401016, 2.877066778062302]
[-1.9198611769515295, -15.385344928884232]
[1.322526637009944, 0.6261024945156337]
[10.302438769015488, -4.1611884756143205]
[-2.6901369477214283, 5.574464760273267]
[14.267780214589289, 3.5397583563130626]
[-0.16404156703519446, -11.55621556350232]
[-0.2960493914958735, 2.1706624211211283]
[-5.803039619696246, -1.280238508165942]
[6.089794825489713, 2.93695449089215]
[-0.9907629222253465, -0.6146098379137426]
[1.1279588188589234, 4.804930810906065]
[-4.743437950802649, 0.12812938126132511]
[5.0176510954718605, 3.0588058876432735]
[-2.7423859194347884, -3.776537626538519]
[3.794401400412352, 2.7525333059953403]
[-4.476624724280172, -0.25762704743646125]
[0.2931295418216724, 2.8418892548865475]
[-1.381787326857171, 1.674456587534908]
[0.45505235910895747, 4.190340052151967]
[-1.6852194907051192, -1.403066367759621]
[-0.3078875751552008, 1.5878807620995177]
[-1.1183609332999072, 1.423495306978491]
[-0.3869500219298634, 1.5111442610195929]
[1.1014810687753367, 0.04629515869421974]
[-0.15179259086721286, -0.24216924673151574]
[0.033463863454105125, 0.2262103186466966]
[-0.3051032557155562, -0.13302945638073904]
[-0.8072032506258073, 0.1531049133662461]
[0.12510744794333073, 0.29832520336436963]
[0.21205010893479215, -0.1851011157914293]
[-0.518530268476173, 0.062262653785559285]
[0.2579411253727293, -0.7143236548213063]
[1.310751942596942, -0.6092924040920997]
[0.6155098213518095, -2.662911056931042]
[1.6589579435580584, -0.4358603471360457]
[0.012398990373793772, -1.609496507630534]
[1.309919991349326, -0.49806198492211873]
[-0.6489721146079837, -1.8750878729217577]
[1.7694787106463248, 0.0995672235834818]
[-1.222090009451552, -1.4313409682852192]
[2.077884325874903, 0.4889724413838481]
[-1.1412034422285529, -2.047439308959178]
[1.7547263351263789, 0.5332945894366179]
[-0.988582238597222, -1.6556151901395273]
[1.30737685306875, 0.6321147244002492]
[-1.1853211982354983, -0.9907623856995924]
[1.1297528897585511, 1.3338520090177162]
[-2.0382625619418984, -0.628994747690093]
[0.8975376579925278, 1.242025263123677]
[-1.7522001734971244, -0.13676825081913213]
[0.5412365511494448, 1.5715814869394944]
[-1.9283352085425847, -0.025998674750849826]
[0.271470687909273, 0.8950539315264481]
[-1.0002207659240208, 0.1779955104741595]
[0.20629991254743674, 1.036985508265789]
[-1.1448156659805488, -0.049775764537566936]
[-0.003492847820555589, 0.9339139783293635]
[-0.6517239783382589, 0.3901031324227848]
[-0.2729871533782964, 0.5613770378068461]
[-0.3736316379218483, 0.2537561629754207]
[0.10055445785529749, 0.1921384907399677]
[-0.1612090156138608, 0.060157342776666956]
[0.1705582507953891, -0.43912291634067935]
[0.29843644762910193, 0.03886562048425757]
[0.07706202490850611, -0.29081698487165064]
[0.06092413129923813, -0.25439748641815274]
[0.19244734705067157, -0.24136494331406544]
[-0.07316369419638002, -0.3075485346062179]
[0.6459033538663681, -0.11023438483741055]
[-0.04154230530708336, -0.7230238828964164]
[0.7266264480374618, 0.06480923431892904]
[-0.0996934656857209, -0.8903156333464028]
[0.8116848270979169, -0.3506398663127144]
[-0.3235450972586129, -0.8024584055248151]
[1.0692089411193388, 0.21027731573158648]
[-0.7640588937419666, -0.8067074467478497]
[1.0664008621753631, 0.3431975942720811]
[-0.7833283366650026, -0.8706931333100276]
[0.9171897378094782, 0.6775779051541109]
[-1.0317502999223571, -0.7782448052253625]
[0.8501328816528386, 0.6314692308274563]
[-0.7846099259789185, -0.5066020186687967]
[0.6334928212453506, 0.6333848743745778]
[-0.7735322053281344, -0.2884625621225752]
[0.4359719250571179, 0.5768073086078176]
[-0.8401381584131891, -0.08542583149454847]
[0.2533987999867736, 0.654106469653891]
[-0.960798197471503, 0.2494145534681621]
[0.051627851856925755, 0.6787131832023452]
[-0.6654351618814001, 0.25568665279847147]
[0.03259837080459671, 0.45456077150631446]
[-0.4439249853196088, 0.14143115421279168]
[-0.17029512799503865, 0.31424419332970466]
[-0.24302123997260017, 0.26926030224360464]
[-0.020193359683235157, 0.18975475143070408]
[-0.1371129257778545, 0.11116780705620732]
[0.10611432984266367, 0.03833113656590381]
[-0.036541204572313135, -0.00616436968295675]
[0.25234673779405303, -0.11245682607406182]
[0.047259912290276596, -0.1923693680616157]
[0.3407409761809502, -0.22714742125956167]
[0.10243978803535203, -0.2766528564658609]
[0.3461992605507036, -0.20545018068290588]
[0.04702877403060757, -0.39293676816780304]
[0.6494439015191183, -0.1802143258395742]
[0.05334816755598981, -0.6308324005394305]
[0.615978533005466, 0.02393469856946584]
[-0.2156289471240171, -0.6212295381405145]
[0.7483809822353767, 0.07196380970838845]
[-0.3096612774818234, -0.5693357761161548]
[0.7368771159697909, 0.25416003879862653]
[-0.46645923601087863, -0.5524185384867675]
[0.6333483731407477, 0.29631449949072]
[-0.6108757097611116, -0.47643746566151784]
[0.6446725868723271, 0.5379701472675009]
[-0.7272676814956975, -0.4131538682617019]
[0.47244244970323857, 0.661119497031204]
[-0.7195777484543386, -0.27312197316038117]
[0.4308411984072632, 0.6445457429455138]
