[91.87361141871865, -509.6452491441745]
[62.301347935780484, -106.08648049533748]
[-20.23071777247445, -42.174956265831895]
[-121.19417485061483, -139.84093791638486]
[-23.708640877638594, -45.046457320110136]
[-125.07409498108495, 79.3153742102078]
[82.91306533208454, 50.9504319478365]
[88.60663874468923, 10.156334573005084]
[13.211364645529539, 70.3212383947337]
[-33.31123138831817, -43.05247449666512]
[-30.786775940568354, 25.56902950864538]
[-60.71140763541517, 30.05518059187652]
[40.72715959916311, -30.20821864598749]
[0.01415457881464463, -25.26293138025111]
[4.7696997157543075, -24.616335233471965]
[15.639817463669914, 58.8289789884203]
[50.59891935762232, 57.29854804690556]
[-4.839953000956328, -21.37969403787586]
[-53.446199424580946, -32.90609905615947]
[3.313096667877105, -13.76488573332904]
[-11.280174447848271, 7.75368137596766]
[5.492711673090236, 21.37914448838802]
[30.756372279830078, 33.56842285906224]
[-13.47222426160422, 32.01070823220261]
[2.406547862801554, 28.720065723961692]
[4.004000542757946, -22.58984637777751]
[24.41818297921667, -17.865656286663388]
[9.240407334359844, 8.812144894803016]
[21.719962758024092, 6.290621114103667]
[4.481026733733481, 30.73712768990125]
[-10.36268634711256, 1.0855127286856157]
[-15.660273127569155, 6.910898107559625]
[35.51289372536362, -4.9791594452988335]
[8.991839291021106, -9.319972222347149]
[3.4086726044282996, 21.962273483905467]
[-10.069291600958897, 19.544778553588674]
[1.765989831500404, -17.56014017356007]
[-7.7438811194777, -16.551523531493803]
[-8.33344438661313, 11.146667120123587]
[-39.710955333089174, -0.24849586148817573]
[5.425843072865666, -1.5564643870323471]
[14.630803754835807, -28.212132674859696]
[-17.570913403470144, 2.8506922582098873]
[-9.035687616939732, -3.152703066391404]
[-3.0618894166552266, 5.297253488700566]
[-5.107441014203287, 2.500121143060722]
[-24.224395761777856, 19.513958139192326]
[5.310722437491362, 21.386648911789596]
[28.877238633792366, 4.879050574222378]
[-26.420095593872038, 21.075461358000986]
[0.10964656179892951, -0.8560076256061001]
[-35.79880707587273, -15.90741948135183]
[22.726859737479238, -11.087035154073527]
[11.349022451481463, -9.032487930434272]
[-2.472374748813985, 8.619894808022984]
[0.05771175661714138, -7.509465062958439]
[3.7222853206635036, -8.89766882622371]
[5.291849201337636, 4.117949967669843]
[-7.8129990820142625, 30.043660022898063]
[-25.706192617367183, 1.9829196859428126]
[29.110942702660495, -12.001694390420937]
