[-488.24824759292864, -802.3651775971472]
[-1.1632513836921454, 16.408281090930643]
[-1.0131529850429644, 9.986188792226365]
[-0.878238354131506, 0.016953664815524405]
[-0.9954875434187045, -0.20276622743500994]
[-0.08118009868750464, 2.0713001583088015]
[-0.05215009597652909, 0.6688818806945491]
[-0.06838313686550457, 0.01926058703203637]
[-0.1168743965747936, -0.060993160203032915]
[-0.004572190220828887, 0.7794578896389623]
[0.0203416521493196, 0.09099284092683213]
[0.04469083247614947, -0.015721377426203276]
[0.018919276225972226, 0.0019507242575742545]
[-0.001142491521584077, 0.3823974519145885]
[0.022091401099878283, -0.0015423997979446824]
[0.05742993454681056, -0.031185691602139798]
[0.039802362348936526, 0.028756966947446116]
[-0.009603003965885648, 0.21025206187103151]
[0.01043993954493061, -0.012671033315026392]
[0.04686047756034739, -0.03086234489850348]
[0.03133493282882327, 0.03550545509542857]
[-0.015974271616020275, 0.12394534282984004]
[-0.0004866564954397745, -0.009297512124412322]
[0.033103522596384494, -0.02143003972923585]
[0.018375262617093213, 0.031868165698114126]
[-0.01683505563590515, 0.07650335911618811]
[-0.006370265226984806, -0.0057710854632624375]
[0.022064022651331783, -0.009237079630143974]
[0.00942539669407405, 0.024848121269085865]
[-0.01318533252987919, 0.048080652345114494]
[-0.00737031387258924, -0.0038139816150675188]
[0.014566264767779558, 0.0011324213396473048]
[0.005829243402599937, 0.018652488951600432]
[-0.007725039822901403, 0.02994632961727528]
[-0.005642249996373305, -0.0023705720638731442]
[0.009796925368054543, 0.007462689215903762]
[0.005711265437556345, 0.014679428102944703]
[-0.0030041386639685363, 0.018479985080943173]
[-0.0034515879963326057, -0.0006770421792978709]
[0.0068594726447313015, 0.0096485896145877]
[0.00655394117162178, 0.012363434564374831]
[-0.00040097155031485615, 0.012037848763045922]
[-0.0020619623687201383, 0.0011573946017571224]
[0.005227322361823328, 0.00888700453518787]
[0.006704018914703624, 0.010494702189211669]
[4.062094874823785e-05, 0.00929023969969478]
[-0.001572433282287733, 0.0025908338014636323]
[0.004590137179246057, 0.006769957975462759]
[0.005782376691840341, 0.008309569339116862]
[-0.0008383599561971877, 0.008687915790881462]
[-0.001445701136836064, 0.0032411243022134606]
[0.004579793779109664, 0.004620277262391781]
[0.004289649968079345, 0.0058802469419578784]
[-0.0019706495028479765, 0.008684578360869999]
[-0.001191111606386741, 0.003157343619278663]
[0.004696576414158216, 0.003189146194007897]
[0.002930420611490625, 0.0038135518298751947]
[-0.0025818136755670906, 0.008206668647142035]
[-0.000737087343859244, 0.0027034397960266077]
[0.004477340352437409, 0.0026547431887672945]
[0.0021184419620841055, 0.0026544256787417453]
[-0.002407622015729416, 0.006929208970971379]
[-0.0003526550570973619, 0.0022638279037554554]
[0.003731339283850943, 0.002790594824912729]
[0.001854435861616266, 0.0024630398251384023]
[-0.0016332101825176082, 0.0051746362463145346]
[-0.0003102164719868683, 0.002027072772046168]
[0.0026340419501402756, 0.003188860976788055]
[0.0018889036982046026, 0.0028088638032763846]
[-0.0006775699182058892, 0.0035349831274230636]
[-0.0006105901149708881, 0.0019667808251317975]
[0.0015967379201261567, 0.0034663335166713605]
[0.0019549320014281, 0.0030990479964109197]
[4.5652304735188665e-05, 0.0024669690356613483]
[-0.0009741815352468652, 0.0019645129023428964]
[0.001000181142902845, 0.003408626274171045]
[0.0019046851802535514, 0.0029568253290512825]
[0.0003020892651535989, 0.0020742773807880255]
[-0.0010662349971788387, 0.0019380670201147865]
[0.0009687289088318174, 0.0030218883330972446]
[0.0017157881926150864, 0.002391761566615358]
[0.00010415081905978951, 0.002139259345343092]
[-0.000754106657203657, 0.001880814034839251]
[0.0013198742980899958, 0.0024831993038016975]
[0.0014328025394982902, 0.0016938681715230608]
[-0.000331678581240169, 0.0023162199486055357]
[-0.00019811228781918544, 0.0018179608214603515]
[0.001699646440916247, 0.0020189194186328585]
[0.0011187831908507917, 0.0011790491664949165]
[-0.0007097208692314894, 0.002336779333977912]
[0.0002758753144318504, 0.0017514439487911204]
[0.0018001547061610168, 0.0017758698324923383]
[0.0008399714095368438, 0.0009831026250202157]
[-0.0008054917259547878, 0.0021156391260883645]
[0.0004101692220874753, 0.001653125912407738]
[0.001521821209650831, 0.0017543341657138]
[0.0006592405888126152, 0.0010249475198413904]
[-0.0005714166747514682, 0.0017322636876798692]
[0.00018115379370819973, 0.0015044266828718733]
[0.0009964689096193524, 0.0018342373661530686]
[0.0006129011405317519, 0.0011194904630844604]
[-0.00014559607371644745, 0.0013368064228733711]
[-0.00020842016160038668, 0.0013328120603866012]
[0.00048037390850685924, 0.0018681044632827826]
[0.000679455189023237, 0.0011257124664041385]
[0.0002392885970926295, 0.0010517850461654321]
[-0.00048408415055870013, 0.001201997339623062]
[0.00019693137170440078, 0.0017754302326937754]
[0.0007744125107644884, 0.0010211004456670003]
[0.00039371350153238893, 0.0009191365501834969]
[-0.00047956955655825695, 0.0011606391878455913]
[0.00022151025140931813, 0.0015791750910385538]
[0.0007921637676135962, 0.0008727980440721428]
[0.00027519580949719735, 0.0009031768230318704]
[-0.00022204488473409612, 0.0011959886229802041]
[0.0004618361812074312, 0.0013697558807335142]
[0.0006746353070865574, 0.0007560470373960682]
[-5.490852563738713e-07, 0.0009299701272116323]
[0.00011587859963668734, 0.0012366241172574455]
[0.0007283253176382232, 0.0012315449134852052]
[0.0004561538752181349, 0.000694291372968947]
[-0.00024188778842715308, 0.00093344644029969]
[0.0003435814369971979, 0.001205644645423165]
[0.0008445760642241673, 0.001186885780869229]
[0.00024523660829878224, 0.0006589572747350836]
[-0.000300796982000584, 0.0008848233091680591]
[0.00036581377738498233, 0.0010814014838769204]
[0.0007367645435225612, 0.001192490772453647]
[0.00015086300898037308, 0.0006115939174722307]
[-0.00015463657683900678, 0.0007957312612460465]
[0.00021699649178152924, 0.0009154904858279522]
[0.0004601562848693952, 0.0011818043710632442]
[0.00020539262017993387, 0.0005427808220246355]
[9.535129713356127e-05, 0.0006995796768577422]
[1.4550347638198069e-05, 0.0007928611504817162]
[0.0001567172949297202, 0.0011161689391409046]
[0.000341421836173441, 0.00047621937537467574]
[0.00029890351835137885, 0.0006254009327010257]
[-0.0001219306451763491, 0.0007661531394467236]
[-2.811020619652993e-05, 0.001007485861805768]
[0.0004402160220611795, 0.0004421149678499603]
[0.0003513460458000883, 0.000580430304690599]
[-0.00013192772352317583, 0.0008164817825986742]
[-2.355657094227359e-05, 0.0009010931454586091]
[0.0004158026681816973, 0.0004483377716782977]
[0.0002488540722911936, 0.0005508987412949917]
[-2.9155360635968464e-05, 0.0008704554156983013]
[0.00013390736392027147, 0.0008374076148249809]
[0.00027302985283261805, 0.00047395242311265573]
[7.684632435395189e-05, 0.0005181132511844488]
[0.00012242192578915123, 0.0008579843819508381]
[0.00032841336685018874, 0.0008228614221001962]
[9.89686217574004e-05, 0.00048670450395721376]
[-5.20274797424225e-05, 0.0004763999277641595]
[0.0002478424670933066, 0.0007644748646947475]
[0.00043465340643100703, 0.000829253029605237]
[-2.6703569928621107e-06, 0.00046656744718387433]
[-6.644560734336835e-05, 0.000438450774729926]
[0.000294712699070665, 0.0006379193442531683]
[0.00038878675391762485, 0.0008177331381666875]
[1.6031959447104782e-05, 0.0004165009248768836]
[2.915029353633969e-05, 0.0004235446733320547]
[0.00025136875528630753, 0.0005484751065778504]
[0.00021981309945662275, 0.0007671851988559908]
[0.00011934503508870264, 0.00035580729038819925]
[0.00016837588342033527, 0.0004380635987272785]
[0.00014790733790004396, 0.0005345163789391982]
[2.5316133703601196e-05, 0.0006869640078496775]
[0.0002200724486454142, 0.0003057238544572627]
[0.00026922861568356993, 0.0004648228017101186]
[4.118083878346113e-05, 0.0005767927625157654]
[-9.090814083978493e-05, 0.0006076420505944924]
[0.00024344524725863903, 0.00027938445332464923]
[0.0002818379053689535, 0.00047171180646388144]
[-1.2231210627933198e-05, 0.0006176480455188926]
[-7.979568297483697e-05, 0.0005588678368258493]
[0.0001752267186337919, 0.00028009535083073356]
[0.00021137839825592641, 0.0004349596982096138]
[1.5050561753129216e-05, 0.0006068916175389905]
[2.980955633305471e-05, 0.0005502146445721667]
[6.314057809075901e-05, 0.0003033548838587419]
[0.00010785394365492307, 0.00035972413285589866]
[0.00010549064303877476, 0.0005377479904932203]
[0.00015646256498771244, 0.0005664983978841409]
[-2.3024016523098823e-05, 0.0003375211206556594]
[3.3235060290237595e-05, 0.00028107266764187955]
[0.00020561817619091372, 0.00044739231083124054]
[0.00021996583504402256, 0.0005785847343897643]
[-3.975362434260887e-05, 0.00036410449609464157]
[2.6375591847704882e-05, 0.00024233441917598242]
