[-45.00158194674061, -836.4629789017065]
[23.672593779485602, 6.014587313961073]
[-5.358564124160903, -7.4861444113246876]
[-8.068411460109463, -4.63871064204821]
[-1.170274009395671, -3.0699954306026314]
[2.8281250343813795, -5.627892786733582]
[-4.793910278030445, -1.0081505171324494]
[3.8191601850295527, -5.4544204064693425]
[-3.1502119063258114, -7.936714554435095]
[-0.4528557943603957, 6.325078891703836]
[-3.286269639190163, 3.592163916404356]
[-2.9159551316346537, -0.052954606232642476]
[1.8967388873176958, -1.970731098360119]
[0.5664116213328612, 0.05440487337500599]
[-3.35799536836684, -3.8726586050187173]
[-2.3815540003283004, 0.8102345014340191]
[-0.5824217154383895, -0.8098582133879386]
[1.8817766507478133, 2.1331108658763505]
[-2.6545184105172446, 2.8349522052660134]
[1.016334540311739, -0.002931088554126937]
[-2.2199376356280602, 0.4081803585275221]
[0.8105542053425019, 1.2092511530010919]
[0.6932279938811732, -0.8759162555727779]
[0.08830035907867995, 0.7810710609970934]
[1.2170847289476932, 0.7719565529519752]
[-0.8805861534796477, 0.2132480448781653]
[0.9610314431011133, -0.7762398183453767]
[0.5076656648538957, 1.2577865035774805]
[0.32436664124469416, 0.4725946599151607]
[0.5094450194355105, -0.449267358709303]
[-0.7144593746356271, -0.4275376647052145]
[-1.158494278189865, 0.1346377640690326]
[0.5091362175953495, 0.3005881116041209]
[-0.12683037315910717, -0.3015586393099099]
[0.04207299031445633, 0.020383879842315267]
[0.32105647061123577, -0.010994956881178908]
[-0.5035880946406346, -0.12858825536496354]
[0.695241009049612, -0.5243504161394741]
[0.1340611645695886, 0.051399015423474914]
[0.4767724838361844, -0.6345217904771561]
[0.08052793473017417, -0.2790050201471477]
[-0.010143809048165697, 0.031986677977410505]
[0.3380686628045919, -0.06204147421177186]
[-0.15944815742330462, 0.04933342531340079]
[0.3889820332966515, -0.32751478693092295]
[-0.4770117340974205, 0.10488986277130907]
[0.6856062122334303, 0.05964785283976032]
[-0.011358345025566846, 0.029039198498014063]
[-0.07082962917272781, 0.42533539467698867]
[0.1735567121480831, 0.019330462631307554]
[-0.3589095956475359, -0.23473236959118893]
[0.3562341769451369, 0.13864316767543094]
[-0.004532902854304854, 0.032025281975219144]
[0.15832739931893336, -0.5136942909278934]
[0.33688902086019734, -0.26782877907828695]
[0.11215574959204133, -0.08866885236657307]
[0.0009401121106886734, 0.10222188382558794]
[-0.11267114732853045, -0.1823900819829607]
[-0.12285906412174352, 0.34542702533860403]
[-0.01780267501865307, -0.1158894478857615]
[-0.2367086970811796, -0.1699626031318826]
[-0.024184582909188457, 0.2934039816528773]
[-0.06187273891147527, 0.2753277103893321]
[0.09083296498184179, -0.09806249691219016]
[-0.16288067723095878, -0.10691922798699016]
[-0.18962905362358562, 0.08208072824023627]
[-0.06006710907333712, -0.04370394739208494]
[-0.1759568558421165, -0.1010694048632067]
[0.27393660119482277, -0.03139002468692037]
[0.03360973754921748, 0.06450397531812169]
[-0.03228146929357667, 0.13749910714606606]
[-0.17457370263559024, 0.18402211994400686]
[0.0785524771739885, 0.23907292676980285]
[0.054306865466080545, 0.1151980671278281]
[0.11070627567395963, 0.02777260595076747]
[0.09560559762621423, -0.000906810810240799]
[-0.1309461039939679, 0.062152214418222496]
[-0.1731302378128312, -0.15354559639733711]
[-0.080816355968099, -0.03522134791934306]
[-0.08512766992849752, -0.052688054329269374]
[-0.1031082180854197, -0.03540904756006347]
[-0.016808666691869867, 0.058053993442991114]
[-0.08175122730305695, 0.09586272866054513]
[0.08817153589150006, -0.06506460762961197]
[-0.017416098219592113, -0.026050194921595438]
[-0.01734604591294786, 0.01597835246730428]
[-0.03980523916862777, 0.021050370864008627]
[-0.11407765953968155, -0.030426787260946275]
[0.15131263275973214, -0.08342505772645148]
[0.12135586944045257, 0.04379951955717565]
[-0.037434459232825304, -0.10021213322429989]
[-0.10452704473256615, 0.05357932738811472]
[0.09833376960441595, 0.038369927023644335]
[-0.03470851029345329, 0.014840462289944734]
[0.012698696235577123, -0.05153521930146909]
[-0.0435547618888914, 0.14548778113675565]
[-0.04552881933903086, -0.021349130075540845]
[0.07776850816892389, 0.005041481619853183]
[-0.019496720704152537, -0.0625440248101854]
[0.0987727066929891, -0.052998357966628884]
[-0.07530884830788609, -0.007625550045388341]
[0.07397726117251269, -0.023082919360111198]
[0.025169478362112585, 0.04356381247078911]
[0.17627751101388078, -0.050573138984935095]
[-0.1444886998748962, 0.04074821778194515]
[-0.07046176927505376, -0.0282848582389863]
[-0.013668541695913472, -0.10657385762219729]
[-0.06895448420519923, 0.07109103626092983]
[0.11289863670771183, -0.041264858860020626]
[0.029292606684323985, 0.027284724997078014]
[-0.02674502334486739, -0.0022449218710756114]
[-0.03068707556270045, 0.06495754398402342]
[-0.00920789428381763, 0.009109602240477965]
[0.021810105941154845, 0.002867364849073295]
[0.01722297555704344, 0.009796615842926293]
[0.000994302761862187, 0.01600532559812451]
[0.031270145516855585, -0.007199857083444727]
[0.0001618737043802554, -0.01457685135421749]
[0.035514093220745835, -0.005498569937964604]
[0.002268788615812589, -0.017834127480035766]
[0.03192143933748248, -0.0014647053460201676]
[0.0015063511052857415, -0.010402770420476326]
[0.06653426551621067, 0.05229983737131194]
[0.06424903296781981, -0.026510041309103727]
[-0.06498114349728601, 0.0524446341048721]
[-0.036423292219581516, 0.014466669396449028]
[-0.008210436663712573, 0.022479001313902902]
[0.014436446418090165, -0.022450571013055587]
[-0.026288468137374066, -0.02393315703761756]
[-0.001250463102694388, -0.054584207900731485]
[0.021671432466026208, -0.039245746380558666]
[-0.004272575883369267, -0.058357245336903674]
[0.02770831905653648, -0.009165464560972003]
[-0.0510756660985941, -0.011025784293638874]
[0.03656977584001722, 0.028343743315527692]
[-0.005521333449930367, 0.03158629472717664]
[0.0866531485040807, -0.0043291302393644315]
[0.03346278880758674, 0.0032800049386690344]
[-0.009630077929077802, 0.03991602214703599]
[-0.059210582064843725, -0.03703392392360383]
[-0.004753109637114478, -0.016689794274484138]
[-0.022181711617207722, 0.027077342912760205]
[-0.0299665348157373, -0.014936460013177388]
[0.04156051245927117, -0.004583267155204851]
[-0.03554871214663413, -0.00791300512070503]
[0.019412148355492764, -0.00619388601770976]
[-0.007759702065821328, 0.0014285639911597592]
[0.0038393515645906984, -1.972793438720366e-05]
[0.002176690392945657, 0.04400003241324679]
[0.0355004781580992, -0.019552804379765032]
[-0.0338405674995661, 0.018196929118550864]
[-0.0030486918478755953, -0.03370771323401045]
[-0.028006349688648235, -0.025633992198054623]
[-0.03450254680597986, 0.02668839770867204]
[0.022032793784197313, 0.0247924282487062]
[-0.02491080708924409, 0.03440058799789003]
[0.005244196948023472, 0.018502402666556783]
[-0.004147328547602136, 0.040174315365874846]
[-0.03710555243043423, -0.021195510903582265]
[-0.03655590519954188, 0.011947968486652118]
[0.010848426896927332, -0.017414489993131]
[-0.02405367631053057, -0.007789607110895269]
[-0.008271865304985138, -0.013141781976769962]
[0.005656037791481161, 0.01588450218931914]
[-0.007039882946586751, 0.027315581924568066]
[0.02810317348489999, -0.009072549049802259]
[-0.01409797110260369, 0.009633899552706326]
[-0.00464677316327311, 0.014183686164259912]
[0.0062281719862391505, 0.035285631007887064]
[0.0026461053685453706, -0.002060070999933439]
[-0.006894316463455841, -0.008710180149701374]
[0.001132907886794987, 0.011681985387922422]
[-0.016510638479134032, -0.028875632220108693]
[0.0024058171934643324, 0.008348218107670835]
[0.014001972135023744, -0.011082838437434628]
[-0.0037303616447293964, -0.0007469209350399186]
[0.017585568133137386, 0.0025987754555909515]
[0.011225358578451389, -0.004182787916302222]
[0.0019637396536377194, 0.008394059953222732]
[-0.016443826248314072, -0.006976236748340692]
[-0.0171953494735931, -0.019439069290373978]
[-0.015577092438040362, -3.374075203330801e-05]
[0.0368639976761274, -0.02980169439224887]
[0.04312014658518696, -0.008415652560726017]
[-0.004614627072503458, 0.0011864146407130627]
[-0.01051451617535476, -0.024775715259559128]
[0.0009640845179283986, -0.01766989408503805]
[0.005824962047620563, 0.034326496958933195]
[0.009184316476884447, 0.007660540371179803]
[0.01110950479808992, 0.007702972125251062]
[-0.012736627999816563, -0.0001914978375252563]
[0.01850675044775052, -0.007335393849646321]
[-0.008513804226141453, -0.02673425644203342]
[0.01732789251142486, 0.0040312360000491765]
[-0.009354905171601757, 0.007416039362078131]
[0.011132675550248328, -0.01458588710365416]
[0.006177167257210403, 0.0004878108991601682]
[0.0259182416187147, -0.003934045892752369]
[0.016492837931673332, 0.0015133776115496822]
[-0.010955273458195247, -0.0037741088005527335]
[0.017613308478528378, 0.009796318021023764]
[-0.022576245158152375, 0.007799504751240693]
[0.019343872492067593, 0.023271230187840664]
[0.005943887244847623, 0.0007458818044122073]
[-0.031806028449532064, -0.007410093674200514]
[-0.013909538002868427, -0.006192962913185884]
[-0.005769038559565676, -0.010682845685527687]
[-0.0012090757770182314, 0.0004637780580006856]
[0.0009303782593010901, -0.004049668799044892]
[-0.012384368210442975, 0.012022591221131917]
[0.0033165043504075342, 0.014703853913864529]
[0.017387423907365918, -0.02294901998134402]
[0.013714470354759811, 0.0005361786089170817]
[-0.0011807264850589583, -0.0135538831501274]
[-0.012839037097830408, 0.014034287773630805]
[-0.02880135248459892, -0.006056568410472973]
[0.025914782453192897, 0.021371459083616706]
[0.019772865149657814, 0.0166873378437431]
[-0.00750081124237767, 0.006262257983351338]
[-0.01046767584324615, 0.01290836616448554]
[0.008918671078122387, 0.0031199234988252833]
[-0.0004563011029012909, -0.001207354986892728]
[0.017181393530675715, -0.0021610812694474735]
[-0.004532264412540898, -0.011392872000339227]
[-0.016379373889501392, 0.002449533376760793]
[-0.013044935718470228, -0.029203936698951133]
[-0.008210250408900277, -0.016763570680064954]
[-0.00574096730605967, 3.7808112208798095e-05]
[0.0041575076840538044, -0.0029713103325141946]
[-0.004759387217900916, 0.00014547260356551073]
[0.0011801764153647684, 0.025067624241292163]
[0.00027917714824463036, -0.010272195640255721]
[-0.010098978576783268, -0.0071080793158966316]
[0.0014486318888377037, 0.018723288144215533]
[-0.020308740738145092, -0.008112007250412723]
[-0.0011456852440281384, 0.0034235440235845793]
[0.0008189350134979456, -0.005132524631928925]
[0.013512764581220083, 0.0075270040594037635]
[-0.0012156796646400903, -0.018981444524928115]
[-0.0016849610489240163, 0.0161624991733762]
[0.006196141683398659, 0.015463938724778803]
[-0.0009458147300100972, 0.0019568379332963737]
[0.0018998656271749237, -0.001666821389528117]
[0.0009635446398401637, 0.01383623511213039]
[-0.008583365642838015, 0.010146857755018113]
[0.0051754738066920325, -0.018504949553497685]
[-0.002021674089698333, -0.004767314375240805]
[0.004043367685975241, 0.008769513595909939]
[-0.015395036426395059, 0.004874927479337932]
[-0.0060357920408433685, 0.0027449202599104383]
[-0.0024182490114905697, 0.003707772272703129]
[0.0015371229764697958, -0.00019673684126203517]
[-0.0019231751920911755, -0.01946384736061907]
[-0.011731701991886556, 0.008571688721779713]
[-0.0027288035259505072, -0.0001395841593516689]
[-0.006309608004038125, 0.005033990165167146]
[-0.004513816107228452, -0.005775817194533128]
[0.0138313819654583, 0.006931169910996959]
[-0.0007990281208174466, 0.002034565521970011]
[0.009580293169846765, -0.01329684863917402]
[0.002509880568897893, -0.0011747597667686183]
[-0.011711274292513396, 0.008008234645174861]
[0.021681487679006683, 0.003878171958828336]
[0.004435853993468242, 0.011255051765837298]
[0.008705673943336545, 0.010973713171816168]
[0.0030246514088621557, -0.007365159125590881]
[0.0077488388862972934, -0.013605407531274594]
[0.007747405947111569, 0.0033154144865070734]
[0.004688326185435299, 0.004528515043025205]
[-0.00026787819031798277, -0.008592182621789679]
[-0.008793700447346342, 0.005332432102805096]
[0.0005464922985658101, -0.006079292300799399]
[-0.0030317416989169843, -0.01929541393532566]
[0.005426788807545602, -0.006853582759665633]
[0.004989116199836212, -0.0029584239615509933]
[-0.0005710916711935479, -0.019049684870283967]
[0.0005277803075839083, -0.0017598155269490934]
[-0.0016662006312746502, -0.005087011461141766]
[-0.004530678094355367, 0.007691769047582286]
[0.0037804474942770283, -0.005462449624421661]
[0.001987100120217411, -0.009785905019771612]
[0.0007952776523539873, 0.01821216775060064]
[0.007789498721394339, 0.005972072402833262]
[-0.001083890249626629, 0.008442293485604324]
[0.011511429738135126, 0.0031359251380177477]
[0.00810311348173487, 0.006216468032181677]
[-0.0016507264305323233, -0.004034819021320968]
