[635.7485148687276, -1064.038531094709]
[64.81092731604744, 29.69945582213235]
[-1.6757878168698142, -13.917194759259758]
[1.0337091032691603, -1.584523975990109]
[-5.524211770533441, 3.631520437087943]
[-2.909384470535727, 2.3528001253387885]
[2.7715015019546883, -0.1572955324854135]
[-0.007158787468014793, -1.1760798461968918]
[3.390960533656852, 1.454352890735013]
[0.38717246451524145, 0.7289637281052297]
[0.4891805915712908, -0.3130150157806728]
[1.769381846311461, 0.7380228561966895]
[0.00395023705591413, 0.17383197463519195]
[-0.06593713958868364, 0.035083714806756205]
[-0.6139128455920044, 0.3940534692036053]
[-0.19531885324980536, 0.1830628915151209]
[0.5197956865408244, -0.01127783219852918]
[-0.08418379339013615, -0.3504124030992344]
[0.5586849062774668, 0.20418561226819776]
[0.14932807573867635, 0.32713512915121523]
[0.15997769926621785, -0.16455386364211755]
[0.48118882339243996, 0.19908503755058948]
[-0.014298037132320474, 0.17384077795420438]
[-0.06479279589925113, 0.08177203302092195]
[-0.19708394292289455, 0.12828962705939517]
[0.005088893530729166, -0.00473930897056718]
[0.2415879703543844, 0.02097243272329896]
[-0.0646207510215584, -0.15291115297470714]
[0.17363072370008226, 0.03814137446600352]
[0.10731650481562305, 0.18608473462101482]
[0.09347545971293547, -0.0910995753995234]
[0.18076694379806568, 0.08603817956586612]
[-0.023964194333167654, 0.13332488337060155]
[-0.029413311965178934, 0.07423290292877915]
[-0.07529895028783073, 0.05511186748122121]
[0.03225251609538127, -0.05282330773167132]
[0.13795530688408064, 0.031401077671576516]
[-0.03971511906501757, -0.0684518436112147]
[0.059912067634523725, -0.012771660703366106]
[0.08010873640762561, 0.10685435492929152]
[0.06492139143452924, -0.048291753957707684]
[0.0665121172160994, 0.05307829481650783]
[-0.028983970559814054, 0.09782856058414069]
[-0.0037555335580119475, 0.053988364908878594]
[-0.020604113607415542, 0.02511438318814907]
[0.024545675803986478, -0.05901774342755495]
[0.08120019575982518, 0.03269437238222839]
[-0.01638705383519512, -0.02730521042390166]
[0.020332431443723986, -0.03407055536330472]
[0.05368934630647537, 0.06047119603825024]
[0.04745412656539805, -0.02004066107734559]
[0.019136033183652756, 0.04486407186572716]
[-0.028662532590251644, 0.0676343606282721]
[0.008845712508353643, 0.03185998364572029]
[0.009791152680948656, 0.01441844051092378]
[0.014983482922493963, -0.04698551056039957]
[0.04478732899449511, 0.028275148181243104]
[0.002308116666265625, -0.009493651972928951]
[0.008792146699079684, -0.04033738712049484]
[0.03027703362662848, 0.03555551696424253]
[0.03261545496623053, -0.0002775372774550533]
[0.0037258573048699617, 0.04051905863642791]
[-0.023341057134370402, 0.043046745710631384]
[0.01057139970394072, 0.013707146357546662]
[0.02456161716052563, 0.014128326049548334]
[0.011641645609123952, -0.030733493973237103]
[0.020740677696641896, 0.019867598270385756]
[0.013113866451296197, -0.005160634354933524]
[0.007353092332050393, -0.03717895355669443]
[0.012674641011404475, 0.02488674666626034]
[0.017990426657754188, 0.010967362552126048]
[0.00131346902781182, 0.03237276004707379]
[-0.014173229219636596, 0.024908625423281983]
[0.006080784426286012, 0.003081592788813481]
[0.027794989965478578, 0.01656361254681582]
[0.013447290304940518, -0.017280313969640915]
[0.006818156204196013, 0.009514673995103085]
[0.015098071990853335, -0.00587328606862858]
[0.008080839500568482, -0.028528851680667433]
[0.0029996876873195077, 0.022187079913118857]
[0.006016465239079505, 0.013834218953462596]
[0.0013096310545614998, 0.02136069949768693]
[-0.003638508164222287, 0.014152178994925713]
[0.0009526295006609953, 2.2345392630462868e-05]
[0.024306102922277972, 0.01735904181671022]
[0.017384723393295554, -0.009331829312342332]
[0.0014316281207311654, 0.0005809860745142892]
[0.011257632490476066, -0.005583784568721661]
[0.00698524170332937, -0.017823928973771608]
[0.0006076656558189342, 0.021208567118448318]
[-0.0007987332135543923, 0.011479704967478632]
[-0.0001261382417148127, 0.010784239008622798]
[0.00482779649919074, 0.009943274045889794]
[-0.0011478327740323535, 0.0014747234058498648]
[0.01815781096649438, 0.015062572466926438]
[0.01988407278679144, -0.0068109653098045175]
[0.0012837551181270612, -0.0041937979748396526]
[0.006078137285079777, -0.002438127274666524]
[0.0031504843115702785, -0.008833199895422972]
[0.0018979880267977478, 0.018289878680231464]
[-0.002482934971405726, 0.007694270280752313]
[-0.003198501904688733, 0.0032760778765323906]
[0.009082328618461588, 0.00937263876843697]
[0.0003683292687416406, 0.003678096428281208]
[0.01274921660887518, 0.009976264224816012]
[0.018740787454906205, -0.0068878668501242135]
[0.002510668377016523, -0.004553829096225925]
[0.002665420407216068, 0.002290444967864236]
[-0.0014165036746569548, -0.003768350664553388]
[0.0032722716251551986, 0.013301233290370362]
[-0.0006885240581580021, 0.005104599134078569]
[-0.006166391031427132, 1.961505739167535e-06]
[0.009322362455840505, 0.009291409390118188]
[0.0037869450737371135, 0.004123292992753047]
[0.010149905898143796, 0.004294838664596012]
[0.014788054035729026, -0.006411418148661641]
[0.0025463328236248195, -0.002265443838144865]
[0.0018463566300068734, 0.006311961604294369]
[-0.004339277694023869, -0.002101893805356525]
[0.002943529289542113, 0.00786745704955294]
[0.002147918442330088, 0.004874637381138136]
[-0.006977084015687973, -9.239124307036661e-05]
[0.00732954308249667, 0.007763141031646714]
[0.006636928652775542, 0.0024669048378060943]
[0.009855222127022278, 0.0004967549280838757]
[0.010351832335752542, -0.0042957898481847945]
[0.0007498667216868649, 0.00031005019912067056]
[0.0025637186894424957, 0.007955248317023454]
[-0.004705638085977348, -0.0020015246265838726]
[0.0009236559320804361, 0.0038399123637029575]
[0.0037495033003152045, 0.006301073376835831]
[-0.0052420059376263595, 0.0006191065800766893]
[0.005329815727582066, 0.004571449825766183]
[0.007452175521920679, 0.0001588580856018984]
[0.009971784156521779, -0.0007120518115811825]
[0.007182128931145559, -0.0012013973309625836]
[-0.001903784193722835, 0.001483052626237047]
