[331.06853580306444, 506.44849806173255]
[40.72867099764351, 49.306005690419184]
[-12.250944354295704, 5.31709337816023]
[-5.223569730226779, -10.149132107378506]
[2.11162005968547, -4.864548204065199]
[8.723084881099243, -18.80380837079839]
[1.7751547733841253, -1.6733587142140047]
[2.38133283859401, -4.088446878314618]
[-3.057240075687356, -3.438203461440623]
[-3.3310475329761284, -3.8348494241558244]
[-5.7483051973655686, -2.375055240231391]
[0.029258067350608652, -2.810643897299669]
[-4.382209443521621, -1.6392775069601537]
[1.6619093693591633, -2.7358092529129943]
[-4.354673905566571, -1.9279116027834817]
[4.547283744095657, -3.3376446476431765]
[-3.523900519961532, -0.054185926000159146]
[3.0468026882309536, -0.482309536648053]
[-3.2597754512101336, -0.7486754852443402]
[3.252018941861528, 0.5099753440552925]
[-2.372712015606881, -1.1301872481769206]
[1.7782842692362415, 4.5147346436594695]
[-2.73207872139979, -2.2946672798057186]
[3.216056848044195, 0.4340546670802121]
[-0.973990642916764, 0.40912832499745155]
[-1.7683547017456358, 1.2529173184974702]
[-3.641234501223412, -0.019116463359012847]
[2.2257234469769265, 2.4505837785236286]
[-1.6446239877477744, -0.06088282568721848]
[1.078309228862595, 0.6436365471539034]
[-1.0902082062025586, 0.9405635836831587]
[1.5277889629126533, -0.5761681292382939]
[-0.360473605104791, 0.09053500184746355]
[0.8224165594306828, 0.37186129575877214]
[-1.0488752803899386, -1.2229050667393109]
[0.10820572563110731, -0.5028586961000174]
[-1.5696674034434812, -0.34160849580288666]
[1.0390081907421926, -0.3637355660345225]
[-0.8707746840164239, -0.5603819964782191]
[1.118294194411408, 0.04253265481853141]
[-1.1347648435319115, -0.5786467768671095]
[0.9997091757097472, 0.01985581870597919]
[-0.8303870177767667, -0.6756717126225436]
[0.6180864154310588, -0.33108175761129743]
[-0.12430587170180196, -0.4698641444126545]
[1.1407043245172912, -0.43415664993674064]
[-0.5547224914755793, -0.958346257392171]
[1.05794830033018, 0.4303377163986202]
[-0.9419695092207698, 0.5765868406356635]
[1.237597197349793, 0.12211053901042401]
[-1.9489834302011824, -1.143435338309603]
[1.1641164394967776, 0.2455386090036722]
[-0.573585118411776, -0.3270734549982799]
[0.8629984506002941, 0.32999387387356993]
[-1.1798028496346342, -0.020895239746187677]
[0.8352707712719432, 0.3965078626035474]
[-1.2903450477006722, 0.18366982818876232]
[0.5293674025349677, 0.824710904252365]
[-0.8023272837891549, 0.1677688870627907]
[0.327013107901561, 0.6552726746079429]
[-1.0208965780406904, 0.38747197212768625]
[0.5661507282962779, 0.6441699741735283]
[-0.689792699863955, 0.23657253861314942]
[0.24102542737633925, 0.5180576326111739]
[-0.8441410815858061, 0.357266662943474]
[0.157487632417316, 0.08026871649049472]
[-0.40851808893147457, 0.45184342584462733]
[0.01882389538567475, 0.20047385044187926]
[-0.2915143391013695, 0.12276790452500519]
[-0.1344598956952341, -0.02047757564338104]
[-0.3720608863293471, 0.06074473819337767]
[0.1368478721218911, 0.11411496233296026]
[-0.1714896923821314, -0.11675753633020669]
[0.10723555688719788, -0.2316919169891869]
[-0.2438775582940491, -0.2942990541400561]
[0.14591121472285495, -0.1745835607876911]
[-0.18029473535343588, -0.1055315069470546]
[0.49100491771614907, -0.3108680345684194]
[-0.2196682009527069, -0.2131000096735245]
[0.5295354274414175, -0.32324799204750043]
[-0.4191103453295102, -0.08648928098143394]
[0.49601811935721507, -0.2329222315810302]
[-0.16215208176077578, 0.05264843791346818]
[0.6760570000779547, -0.2583988704859026]
[-0.3647549679166553, -0.2877353181701592]
[0.6907501425291938, -0.10635595244774287]
[-0.5055511308899181, -0.33836742384927243]
[0.5578673986952181, -0.04557311179232171]
[-0.5642491320837468, -0.14037862985308047]
[0.654407448625768, -0.024776103151621376]
[-0.3355890580300209, -0.06535539260085521]
[0.5534099225662978, 0.23251217481497366]
[-0.38922351513641296, 0.031539355448984896]
[0.268488053530926, 0.27244777445114776]
[-0.4538587136858889, 0.03250086134437247]
[0.2918650246323198, 0.07806724978290824]
[-0.3738186419317351, 0.08130670315663124]
[0.38581433588142877, 0.20090223587988598]
[-0.26788181626718544, -0.08804575827822214]
[0.3414553714152113, -0.023154719276713864]
[-0.26059840824725367, 0.12001137812818818]
[0.19647900218152348, 0.08509287913495134]
[-0.2557650796121278, -0.05967444360571639]
[0.11733766587590955, 0.04316073564417494]
[-0.27240692218007123, -0.06892335864096966]
[0.2951607090747772, 0.0305848458488521]
[-0.16847171161188723, -0.032130959586600394]
[0.3090181885032033, 0.028836830754897888]
[-0.2803428367441816, -0.18421111079310526]
[0.28565182988688553, -0.09041469349191944]
[-0.2175826627138599, -0.12518130929161764]
[0.3802174535872176, -0.14163350608397485]
[-0.2373373868041923, -0.20045567065188585]
[0.3945950442983852, -0.14424692047867776]
[-0.3384484610613353, -0.15385077009844395]
[0.5305756915536155, 0.0088734526632131]
[-0.4758340053035226, -0.08458967066151812]
[0.441289473092898, -0.042955290667022084]
[-0.407875026818594, -0.15231494144190494]
[0.5351757896828666, 0.03571519710782328]
[-0.46722375709912295, -0.09191239409238117]
[0.40050069708619485, 0.08794948785228623]
[-0.3312623657308208, -0.03549776536482829]
[0.48594918066459325, 0.2382138379944706]
[-0.47524803968088614, 0.11520475667300456]
[0.397383618757994, 0.21603508784368253]
[-0.36398930144910757, 0.0430970482923938]
[0.2340400387202226, 0.26217651068174486]
[-0.28534529467280434, 0.16850105009994798]
[0.2805617682471304, 0.31614838628945463]
[-0.25553037858111144, 0.2346685901659722]
[0.16297997594878155, 0.28313789548517543]
[-0.2110637277386569, 0.19155709275256938]
[-0.01507284030037015, 0.2045943358083827]
[-0.06836762015415074, 0.2659523474424734]
[0.05796474119538175, 0.12373449181685142]
[-0.027788470521343145, 0.07672845865767586]
[-0.005754394231580751, 0.09711748722028218]
[-0.10435492862807644, 0.04175898625240304]
[0.037121370438026546, 0.003957352082020693]
[-0.01896024099606189, 0.06025692804464722]
[0.008297659151526526, -0.026832850848592327]
[-0.01696096253378826, -0.016445445506803602]
[0.05043112976483527, -0.05912074105089177]
[-0.027038278588444514, -0.08849834125901684]
[0.04121481215766071, -0.1133396278500848]
[-0.10737391838306945, -0.13165812329747678]
[0.1663676101370107, -0.1823638355742176]
[-0.06633458490924343, -0.15876517222394046]
[0.21076923867172093, -0.20711351029462532]
[-0.10241130126577695, -0.14649954421043068]
[0.2499820159370146, -0.07984800371739775]
[-0.1994844565350261, -0.19983754105811308]
[0.3095600153478063, -0.0558363426154847]
[-0.23415547912117574, -0.2181314229493284]
[0.304541424470275, -0.08447387444161442]
[-0.24937371983648815, -0.13696508499233878]
[0.30488983723408414, 0.03120147417196012]
[-0.2856236479484944, -0.09082698287495264]
[0.3266766275972529, 0.024888518089094203]
[-0.2653149827149896, -0.07406606003513694]
[0.25108845391912094, 0.05058533934762571]
[-0.25017600892402836, -0.010416431884414157]
[0.24156833253459675, 0.05205660155528863]
[-0.23511299742995562, -0.009030022838223128]
[0.24450993261430848, 0.09099776762380518]
[-0.20505326603187546, 0.025864249228109815]
[0.16375137450096325, 0.08970176427435428]
[-0.2088722854182904, 0.04695925977124715]
[0.1632146528704005, 0.045149217657221796]
[-0.1613760924682801, 0.02471954237184759]
[0.0836505212007484, 0.025949800679135437]
[-0.14072111041317203, -0.001279153332869154]
[0.13613621049671754, -0.005908849424367535]
[-0.08756137907022576, -0.030418859666904885]
[0.1299597444951502, -0.032952243778449075]
[-0.12348215930971917, -0.06173877821279511]
[0.10733752615323242, -0.059482313356366]
[-0.12408843252309054, -0.10947075848893656]
[0.15860822774352457, -0.08101218035778768]
[-0.1534644512355452, -0.08654762746220995]
[0.21758395062757635, -0.03913037111657891]
[-0.20453386142031027, -0.11682440543288347]
